id,title,stage,concept_origin,generation_model,generation_prompt,product_type,source_bestseller,batch_id,replaces_design_id,generation_run_id,design_brief_id,provenance_class,best_color,created_at,updated_at,deleted_at
1998,70s microphone tee,mockup_approved,new,nb2-4k,"vintage microphone for a saxophonist, proud mood, 5 colors",tee,,batch_20260116_1,,c307da00-416d-1692-3c74-de8d9de70b47,19981,full,heather navy,2026-01-16T00:15:00+00:00,2026-01-16T10:15:00+00:00,2026-04-20T09:16:00+00:00
1999,80s amplifier tee,live,new,recraft-crisp,"line art amplifier for a metalhead, proud mood, 4 colors",tee,,batch_20260219_1,,d7ddfa9b-6602-824a-6367-4ce08ac120a2,19991,full,black,2026-02-19T00:06:00+00:00,2026/02/20 09:06,
2000,50s piano keys tee,ready_for_ads,new,gpt-image-2,"line art piano keys for a drummer, nostalgic mood, 3 colors",tee,,batch_20260116_6,,f220fec1-7a7f-0ea0-682d-ab34a67407df,20001,full,royal,2026/01/16 09:36,2026-01-17T23:36:00+00:00,
2001,60s headphones tee,mockup_approved,new,gpt-image-2,"watercolor headphones for a saxophonist, rebellious mood, 3 colors",tee,,batch_20260130_4,,c4c93427-ec16-6e4f-08a2-35832bc9eb94,20011,full,heather navy,2026/01/30 20:17,2026-02-02T03:17:00+00:00,
2002,modern music notes tee,mockup_approved,variation,nb2-4k,"vintage music notes for a vinyl collector, chill mood, 5 colors",tee,bs_48,batch_20260404_3,1966,7473dee7-f14e-ab3c-9e43-7725750fadf0,20021,legacy-pre-funnel,charcoal,2026-04-04T12:24:00+00:00,2026-04-06T04:24:00+00:00,
2003,90s sheet music tee,mockup_approved,variation,nb2-4k,"distressed sheet music for a producer, nostalgic mood, 5 colors",tee,bs_117,batch_20260605_5,1983,175a9557-8648-b1fc-a423-8e448141b5cb,20031,full,heather navy,2026-06-05T18:10:00+00:00,2026-06-08T01:10:00+00:00,
2004,60s microphone tee,approved,variation,gpt-image-2,"bold graphic microphone for a guitarist, proud mood, 2 colors",tee,bs_51,batch_20260208_5,1965,0e459b6c-62a5-c557-52c9-8b740758e7f1,20041,full,heather navy,2026-02-08T23:43:00+00:00,2026/02/10 06:43,
2005,50s piano keys tee,declined,variation,fal-flux,"watercolor piano keys for a guitarist, nostalgic mood, 3 colors",tee,bs_68,batch_20260126_3,2000,0dc59b0b-6949-7758-db35-fc698fd42f57,20051,full,MG,2026-01-26T16:53:00+00:00,2026/01/28 06:53,
2006,60s guitar tee,live,variation,fal-flux,"vintage guitar for a vinyl collector, rebellious mood, 2 colors",tee,bs_108,batch_20260518_5,1999,6edad2c2-30ca-59a0-bcc4-972436657e55,20061,full,royal,2026-05-18T16:18:00+00:00,2026-05-21T16:18:00+00:00,
2007,80s amplifier tee,ready_for_ads,variation,nb2-4k,"bold graphic amplifier for a producer, proud mood, 3 colors",tee,,batch_20260123_4,1991,59055f63-84f8-aa05-a63a-641140c7420b,20071,full,white,2026-01-23T06:18:00+00:00,2026-01-25T12:18:00+00:00,
2008,60s turntable tee,approved,new,nb2-4k,"watercolor turntable for a producer, funny mood, 2 colors",tee,,batch_20260314_3,,5dc20241-8b04-64b6-a63a-c28b49e5af34,20081,full,black,2026-03-14T10:17:00+00:00,2026-03-16T17:17:00+00:00,
2009,80s headphones tee,approved,new,nb2-4k,"vintage headphones for a country fan, funny mood, 3 colors",tee,,batch_20260610_4,,a106df0a-a04a-3965-3156-28f196388f84,20091,full,charcoal,2026-06-10T21:42:00+00:00,2026-06-11T01:42:00+00:00,
2010,60s headphones tee,live,new,recraft-crisp,"watercolor headphones for a producer, funny mood, 3 colors",tee,,batch_20260207_4,,45282ca4-cab0-e2d2-18a8-54c600714b8d,20101,full,royal,2026-02-07T18:41:00+00:00,2026/02/09 10:41,
2011,80s music notes tee,ready_for_ads,new,gpt-image-2,"distressed music notes for a saxophonist, rebellious mood, 4 colors",tee,,batch_20260310_4,,01a6eedd-ccbe-2f5e-cbc0-f7e9f4bf390b,20111,full,charcoal,2026-03-10T06:55:00+00:00,2026-03-10T20:55:00+00:00,
2012,  80s vinyl record tee,mockup_approved,new,nb2-4k,"watercolor vinyl record for a vinyl collector, proud mood, 2 colors",tee,,batch_20260302_1,,3b010000-4e69-9b12-164d-683d39957229,20121,full,sports grey,2026/03/02 00:41,2026-03-02T17:41:00+00:00,
2013,90s microphone tee,approved,new,nb2-4k,"vintage microphone for a drummer, nostalgic mood, 6 colors",tee,,batch_20260430_3,,39307349-805b-0541-6b10-643178701907,20131,full,white,2026-04-30T07:37:00+00:00,2026-05-01T14:37:00+00:00,
2014,modern vinyl record tee,declined,new,recraft-crisp,"line art vinyl record for a saxophonist, chill mood, 3 colors",tee,,batch_20260223_4,,d5b0c3f5-08f9-3bfc-9ec2-5ceeee121b55,20141,full,navy,2026-02-23T13:58:00+00:00,2026-02-24T12:58:00+00:00,2026/02/15 11:04
2015,modern vinyl record tee,ready_for_ads,variation,gpt-image-2,"line art vinyl record for a drummer, proud mood, 5 colors",tee,,batch_20260408_1,2007,4df41c57-070d-23ad-a2e5-c4f23fe43c67,20151,full,sports grey,2026-04-08T10:09:00+00:00,2026-04-09T08:09:00+00:00,
2016,70s amplifier tee,approved,variation,recraft-crisp,"distressed amplifier for a producer, funny mood, 4 colors",tee,bs_96,batch_20260314_2,1978,d956c7d2-229d-1dac-4cc1-e4261bbb1124,20161,legacy-pre-funnel,heather navy,2026-03-14T08:59:00+00:00,2026-03-16T21:59:00+00:00,
2017,80s guitar tee,mockup_approved,new,gpt-image-2,"retro guitar for a classical musician, chill mood, 5 colors",tee,,batch_20260108_3,,64d0c819-af54-f1d6-e568-3c707faaffb5,20171,full,sports grey,2026-01-08T00:47:00+00:00,2026-01-08T17:47:00+00:00,
2018,50s music notes tee,declined,new,gpt-image-2,"line art music notes for a classical musician, chill mood, 6 colors",tee,,batch_20260208_5,,f3883648-dbd9-63af-6cb7-fe109750fc1b,20181,full,heather navy,2026-02-08T20:04:00+00:00,2026-02-11T08:04:00+00:00,
2019,80s piano keys tee,gate_review,new,recraft-crisp,"bold graphic piano keys for a drummer, proud mood, 3 colors",tee,,batch_20260515_6,,a467216e-c710-265e-9831-52d89b532c8f,20191,unlinked-post-funnel,navy,2026-05-15T21:32:00+00:00,2026-05-17T02:32:00+00:00,
2020,50s amplifier tee,mockup_approved,new,nb2-4k,"bold graphic amplifier for a producer, nostalgic mood, 4 colors",tee,,batch_20260115_5,,a0b62bf6-c541-6255-0ae7-dc70333dc5a9,20201,full,heather navy,2026-01-15T05:11:00+00:00,2026-01-16T20:11:00+00:00,
2021,modern guitar tee,published,variation,recraft-crisp,"watercolor guitar for a classical musician, chill mood, 3 colors",tee,bs_82,batch_20260423_1,1995,5be80af0-6712-27d5-2c9b-4dabbd15dd7b,20211,full,sports grey,2026-04-23T04:00:00+00:00,2026-04-24T21:00:00+00:00,
2022,90s sheet music tee,approved,new,gpt-image-2,"line art sheet music for a guitarist, nostalgic mood, 4 colors",tee,,batch_20260413_4,,a47ccee4-3380-8c98-bcb3-78281edf249c,20221,full,black,2026-04-13T12:05:00+00:00,2026-04-14T23:05:00+00:00,
2023,50s amplifier tee,published,variation,gpt-image-2,"watercolor amplifier for a country fan, nostalgic mood, 3 colors",tee,bs_90,batch_20260605_3,1986,e4e64da6-6c3e-af0b-d39a-9941db9273c5,20231,full,sports grey,2026/06/05 21:18,2026-06-06T13:18:00+00:00,
2024,  70s guitar tee,ready_for_ads,variation,fal-flux,"vintage guitar for a metalhead, nostalgic mood, 2 colors",tee,bs_70,batch_20260311_5,2013,0e16184b-de9e-c3e6-8e4b-f899f6980c64,20241,full,heather navy,2026-03-11T21:25:00+00:00,2026-03-12T11:25:00+00:00,2026-04-20T17:05:00+00:00
2025,70s sheet music tee   ,published,new,recraft-crisp,"distressed sheet music for a producer, funny mood, 4 colors",tee,,batch_20260306_4,,052af444-48ad-2b3f-776e-d2ada72a3acb,20251,legacy-pre-funnel,MG,2026-03-06T10:32:00+00:00,2026/03/08 07:32,
2026,70s headphones tee,live,new,nb2-4k,"retro headphones for a metalhead, proud mood, 2 colors",tee,,batch_20260510_5,,df24bd62-5a33-414f-f521-fca8f00f276f,20261,legacy-pre-funnel,royal,2026-05-10T03:00:00+00:00,2026-05-10T16:00:00+00:00,
2027,50s amplifier tee,live,variation,gpt-image-2,"watercolor amplifier for a guitarist, proud mood, 2 colors",tee,bs_88,batch_20260301_4,2018,f16cc285-45c1-8eb5-2e40-9cb530e5c02f,20271,full,black,2026-03-01T21:37:00+00:00,2026-03-04T11:37:00+00:00,
2028,90s amplifier tee,approved,new,nb2-4k,"watercolor amplifier for a country fan, nostalgic mood, 2 colors",tee,,batch_20260303_3,,4726837c-3bfb-d1b6-56f7-01ee5b1e21f9,20281,full,heather navy,2026-03-03T17:50:00+00:00,2026-03-05T20:50:00+00:00,
2029,80s piano keys tee,mockup_approved,variation,fal-flux,"distressed piano keys for a producer, chill mood, 4 colors",tee,,batch_20260418_4,2010,a199cbfb-9e83-0def-6b3a-8bd0c311b62b,20291,full,sports grey,2026-04-18T02:44:00+00:00,2026-04-20T06:44:00+00:00,
2030,70s microphone tee,approved,variation,recraft-crisp,"retro microphone for a classical musician, rebellious mood, 1 colors",tee,bs_105,batch_20260113_4,2001,2a7bef13-f8b5-b49d-cfaa-9293ab686be3,20301,full,black,2026-01-13T20:14:00+00:00,2026/01/13 20:14,
2031,80s piano keys tee,approved,new,recraft-crisp,"distressed piano keys for a metalhead, chill mood, 6 colors",tee,,batch_20260110_3,,87e015fd-f89d-4268-c06c-f231503c7d2f,20311,full,sports grey,2026-01-10T13:22:00+00:00,2026-01-13T08:22:00+00:00,
2032,50s guitar tee,declined,variation,nb2-4k,"line art guitar for a country fan, chill mood, 4 colors",tee,bs_30,batch_20260228_3,2005,7f12555e-66bc-3de7-efb3-93b8089f091f,20321,full,sports grey,2026-02-28T11:42:00+00:00,2026-03-02T12:42:00+00:00,
2033,90s piano keys tee,ready_for_ads,variation,fal-flux,"distressed piano keys for a drummer, chill mood, 3 colors",tee,bs_65,batch_20260208_5,1999,e80cc92e-dd34-359e-1222-dfb5dde52c53,20331,full,sports grey,2026-02-08T18:39:00+00:00,2026-02-11T16:39:00+00:00,
2034,90s cassette tee,mockup_approved,variation,gpt-image-2,"vintage cassette for a vinyl collector, nostalgic mood, 3 colors",tee,,batch_20260218_3,2025,972de50a-cac8-3f20-05de-ab04eed9d67f,20341,legacy-pre-funnel,MG,2026-02-18T07:27:00+00:00,2026-02-19T10:27:00+00:00,
2035,  60s headphones tee,live,variation,fal-flux,"distressed headphones for a drummer, proud mood, 4 colors",tee,bs_75,batch_20260427_4,2007,a7759521-6b0e-1efe-c16b-3bebfde5e2f2,20351,legacy-pre-funnel,navy,2026-04-27T20:00:00+00:00,2026-04-29T00:00:00+00:00,
2036,  90s vinyl record tee,approved,new,fal-flux,"line art vinyl record for a saxophonist, rebellious mood, 6 colors",tee,,batch_20260426_5,,ba6b7e11-49b3-bb51-2e99-f07f1b985b15,20361,full,sports grey,2026-04-26T14:33:00+00:00,2026-04-26T23:33:00+00:00,
2037,80s turntable tee,live,new,fal-flux,"watercolor turntable for a vinyl collector, nostalgic mood, 6 colors",tee,,batch_20260313_3,,d494081c-4809-8704-4855-a7af9ac2dfd8,20371,full,royal,2026-03-13T14:19:00+00:00,2026-03-14T16:19:00+00:00,
2038,80s sheet music tee,ready_for_ads,variation,nb2-4k,"vintage sheet music for a vinyl collector, rebellious mood, 2 colors",tee,,batch_20260406_5,2002,4434aa9f-9280-3da2-eff2-89080265a440,20381,full,black,2026-04-06T22:30:00+00:00,2026-04-09T06:30:00+00:00,
2039,80s piano keys tee   ,live,new,nb2-4k,"bold graphic piano keys for a saxophonist, chill mood, 2 colors",tee,,batch_20260317_1,,77ae83ac-5be1-33e0-b304-c5826df214b4,20391,full,navy,2026-03-17T14:04:00+00:00,2026-03-17T17:04:00+00:00,
2040,80s music notes tee,published,new,gpt-image-2,"retro music notes for a metalhead, nostalgic mood, 3 colors",tee,,batch_20260304_4,,35fe7537-7488-26f6-936b-bc46da5fd043,20401,legacy-pre-funnel,black,2026-03-04T02:04:00+00:00,2026-03-06T13:04:00+00:00,
2041,80s piano keys tee,mockup_approved,variation,recraft-crisp,"line art piano keys for a vinyl collector, funny mood, 3 colors",tee,bs_65,batch_20260117_1,2009,c92e1690-80ee-31e4-783c-4ed9bc088973,20411,full,royal,2026-01-17T20:58:00+00:00,2026-01-19T00:58:00+00:00,
2042,  90s headphones tee,published,new,recraft-crisp,"bold graphic headphones for a country fan, proud mood, 3 colors",tee,,batch_20260407_5,,c71d61e9-7fd7-e79b-8f64-d58445a98d8c,20421,full,sports grey,2026-04-07T04:05:00+00:00,2026/04/08 10:05,
2043,70s headphones tee   ,gate_review,new,fal-flux,"watercolor headphones for a drummer, nostalgic mood, 5 colors",tee,,batch_20260509_1,,05187916-a1b2-389b-da55-c079b1299b97,20431,unlinked-post-funnel,heather navy,2026-05-09T01:23:00+00:00,2026-05-10T23:23:00+00:00,2026/01/12 10:45
2044,90s microphone tee,live,new,gpt-image-2,"retro microphone for a metalhead, nostalgic mood, 2 colors",tee,,batch_20260215_5,,5e08c292-b39e-fb75-826f-556e646d270f,20441,full,heather navy,2026-02-15T15:29:00+00:00,2026-02-16T16:29:00+00:00,2026-03-13T18:38:00+00:00
2045,modern amplifier tee,approved,new,nb2-4k,"retro amplifier for a classical musician, chill mood, 2 colors",tee,,batch_20260130_6,,04b54acf-d1d9-f775-36d6-16a7bb136ba9,20451,full,navy,2026-01-30T10:31:00+00:00,2026-02-01T09:31:00+00:00,
2046,90s amplifier tee,approved,variation,nb2-4k,"line art amplifier for a country fan, nostalgic mood, 5 colors",tee,bs_57,batch_20260529_3,2019,04a9451a-cb13-865b-a0f6-c634631a0f13,20461,full,white,2026-05-29T04:45:00+00:00,2026-05-31T02:45:00+00:00,
2047,50s turntable tee,approved,new,recraft-crisp,"distressed turntable for a metalhead, funny mood, 2 colors",tee,,batch_20260606_2,,a198520c-f885-79d0-7b12-46db3cf4126e,20471,full,MG,2026-06-06T08:02:00+00:00,2026/06/09 03:02,
2048,80s turntable tee,approved,variation,recraft-crisp,"line art turntable for a country fan, chill mood, 2 colors",tee,bs_110,batch_20260222_4,2040,de0cafde-c2e8-7191-b546-ce7eaa0dbcbc,20481,full,royal,2026-02-22T20:18:00+00:00,2026/02/24 08:18,
2049,60s vinyl record tee,approved,new,gpt-image-2,"bold graphic vinyl record for a classical musician, proud mood, 4 colors",tee,,batch_20260217_5,,83149f10-7ecf-0153-7860-d593ca59f823,20491,full,navy,2026-02-17T15:43:00+00:00,2026/02/20 03:43,
2050,60s music notes tee,declined,variation,recraft-crisp,"line art music notes for a guitarist, chill mood, 5 colors",tee,bs_58,batch_20260306_4,2038,7c813732-cd4c-1c34-9313-7872942230a8,20501,full,charcoal,2026-03-06T00:09:00+00:00,2026-03-06T20:09:00+00:00,
2051,90s guitar tee,approved,variation,fal-flux,"retro guitar for a saxophonist, proud mood, 5 colors",tee,,batch_20260217_2,2023,e4a48704-189a-2b45-5416-839eb9fab475,20511,full,charcoal,2026-02-17T06:33:00+00:00,2026-02-18T09:33:00+00:00,
2052,60s headphones tee,live,variation,gpt-image-2,"bold graphic headphones for a country fan, proud mood, 4 colors",tee,bs_46,batch_20260131_6,2044,8b903f28-95c2-c6f1-765c-c3a77772151f,20521,full,royal,2026-01-31T13:22:00+00:00,2026/02/02 08:22,
2053,50s vinyl record tee,live,variation,nb2-4k,"bold graphic vinyl record for a drummer, rebellious mood, 2 colors",tee,bs_96,batch_20260120_3,2020,5262f0ce-4701-f2e6-c029-45555c4548cb,20531,full,white,2026-01-20T21:05:00+00:00,2026-01-23T01:05:00+00:00,2026-02-02T09:10:00+00:00
2054,  50s turntable tee,mockup_approved,variation,fal-flux,"line art turntable for a saxophonist, funny mood, 1 colors",tee,bs_62,batch_20260101_4,2025,4fa0125e-c8f1-c296-d718-5dc59cb56955,20541,full,white,2026-01-01T19:14:00+00:00,2026/01/04 04:14,
2055,90s turntable tee,declined,new,gpt-image-2,"retro turntable for a metalhead, rebellious mood, 3 colors",tee,,batch_20260606_4,,17a52bf9-030e-842c-c618-9ee9cfa2e890,20551,full,white,2026-06-06T17:42:00+00:00,2026-06-07T23:42:00+00:00,
2056,90s piano keys tee,published,variation,nb2-4k,"retro piano keys for a drummer, chill mood, 3 colors",tee,bs_112,batch_20260206_1,2027,57a85798-ff03-9237-f314-251bd79b357d,20561,full,white,2026-02-06T13:09:00+00:00,2026/02/07 06:09,
2057,90s amplifier tee,declined,new,fal-flux,"bold graphic amplifier for a producer, proud mood, 5 colors",tee,,batch_20260422_2,,d2158514-8d32-bf73-4596-52c45a447f98,20571,full,sports grey,2026-04-22T23:44:00+00:00,2026-04-23T14:44:00+00:00,
2058,50s piano keys tee,mockup_approved,variation,gpt-image-2,"vintage piano keys for a country fan, proud mood, 5 colors",tee,bs_67,batch_20260409_4,2029,f0dea6c2-c5de-398c-fa33-4017d76c6e19,20581,legacy-pre-funnel,white,2026-04-09T12:08:00+00:00,2026-04-09T12:08:00+00:00,
2059,70s sheet music tee,approved,variation,fal-flux,"vintage sheet music for a metalhead, funny mood, 1 colors",tee,bs_84,batch_20260523_4,2039,91be7391-52d5-b5c0-48cb-3e432ca0e0d9,20591,full,sports grey,2026-05-23T08:09:00+00:00,2026/05/25 18:09,
2060,90s piano keys tee,published,new,gpt-image-2,"line art piano keys for a saxophonist, proud mood, 2 colors",tee,,batch_20260107_5,,9731e668-54fa-ea41-2997-5fc33ed9df22,20601,full,charcoal,2026/01/07 02:20,2026/01/08 13:20,
2061,50s headphones tee,ready_for_ads,new,fal-flux,"distressed headphones for a guitarist, funny mood, 4 colors",tee,,batch_20260118_2,,a4870c80-47f1-4f40-53e0-a5e485bd0ed5,20611,full,charcoal,2026-01-18T14:11:00+00:00,2026-01-19T13:11:00+00:00,
2062,50s music notes tee,ready_for_ads,variation,nb2-4k,"watercolor music notes for a saxophonist, chill mood, 6 colors",tee,bs_94,batch_20260425_4,2034,ba0bc7e0-c8fe-36ff-f27a-f17295aad955,20621,full,charcoal,2026-04-25T13:32:00+00:00,2026-04-27T17:32:00+00:00,
2063,80s microphone tee,published,variation,fal-flux,"bold graphic microphone for a guitarist, funny mood, 4 colors",tee,bs_46,batch_20260410_5,2046,f2481c25-58d1-0695-af11-2fc7edce66dc,20631,legacy-pre-funnel,navy,2026-04-10T18:15:00+00:00,2026-04-13T15:15:00+00:00,
2064,modern sheet music tee,ready_for_ads,variation,gpt-image-2,"retro sheet music for a guitarist, nostalgic mood, 3 colors",tee,bs_92,batch_20260601_1,2035,6468917b-f895-f60f-7e48-7c073a9cebb7,20641,full,black,2026-06-01T05:40:00+00:00,2026-06-04T05:40:00+00:00,
2065,70s amplifier tee,approved,new,fal-flux,"line art amplifier for a vinyl collector, rebellious mood, 1 colors",tee,,batch_20260321_6,,1154dba0-51ff-06c7-b6c2-2ebde13cc6d9,20651,full,sports grey,2026-03-21T02:24:00+00:00,2026-03-22T08:24:00+00:00,
2066,  modern microphone tee,approved,variation,fal-flux,"watercolor microphone for a guitarist, nostalgic mood, 4 colors",tee,,batch_20260205_3,2046,3c8b5384-1379-79b9-e070-ecf8f7130543,20661,legacy-pre-funnel,MG,2026/02/05 08:15,2026-02-07T13:15:00+00:00,
2067,70s vinyl record tee,approved,variation,fal-flux,"bold graphic vinyl record for a country fan, chill mood, 4 colors",tee,bs_59,batch_20260211_4,2039,c540f675-4590-cd6d-3d5a-2166e6d26f02,20671,full,royal,2026-02-11T00:36:00+00:00,2026-02-13T15:36:00+00:00,
2068,modern piano keys tee,mockup_approved,new,nb2-4k,"retro piano keys for a guitarist, nostalgic mood, 2 colors",tee,,batch_20260520_2,,409844e6-d915-c1ad-7518-fcf3dd53593d,20681,full,charcoal,2026-05-20T01:32:00+00:00,2026-05-20T14:32:00+00:00,2026-03-23T08:28:00+00:00
2069,modern headphones tee,live,new,gpt-image-2,"watercolor headphones for a drummer, funny mood, 3 colors",tee,,batch_20260220_5,,f3607aed-08c6-d993-ae4c-0fc42d4e5744,20691,legacy-pre-funnel,charcoal,2026-02-20T15:55:00+00:00,2026-02-23T14:55:00+00:00,
2070,80s cassette tee,ready_for_ads,new,recraft-crisp,"bold graphic cassette for a drummer, chill mood, 2 colors",tee,,batch_20260122_4,,c34baf33-f0df-a4d1-49c7-8803dc94d457,20701,full,royal,2026-01-22T06:02:00+00:00,2026-01-24T12:02:00+00:00,
2071,60s sheet music tee,mockup_approved,variation,nb2-4k,"retro sheet music for a metalhead, chill mood, 5 colors",tee,bs_120,batch_20260313_3,2033,f253ab91-2944-05b9-d41b-93d0ee746777,20711,full,charcoal,2026-03-13T21:02:00+00:00,2026-03-16T14:02:00+00:00,
2072,70s music notes tee,declined,variation,recraft-crisp,"watercolor music notes for a vinyl collector, nostalgic mood, 4 colors",tee,bs_40,batch_20260501_6,2068,a491b552-d6cc-4006-f879-ea40735f8460,20721,full,MG,2026-05-01T22:52:00+00:00,2026-05-01T23:52:00+00:00,
2073,modern amplifier tee,mockup_approved,new,fal-flux,"bold graphic amplifier for a guitarist, rebellious mood, 3 colors",tee,,batch_20260313_5,,49c400d8-1173-68e1-352c-13dec836e7d3,20731,full,navy,2026-03-13T23:39:00+00:00,2026-03-14T19:39:00+00:00,
2074,50s guitar tee,approved,variation,fal-flux,"distressed guitar for a vinyl collector, nostalgic mood, 5 colors",tee,,batch_20260321_5,2068,eb5e11df-ad50-ffbe-ff6e-8276030634c1,20741,full,charcoal,2026-03-21T09:13:00+00:00,2026-03-21T11:13:00+00:00,
2075,90s vinyl record tee,approved,variation,recraft-crisp,"watercolor vinyl record for a classical musician, rebellious mood, 4 colors",tee,,batch_20260320_1,2059,45434cc2-e482-38cf-016c-c0898cf5772d,20751,full,navy,2026-03-20T05:46:00+00:00,2026-03-20T18:46:00+00:00,
2076,70s sheet music tee,ready_for_ads,new,gpt-image-2,"distressed sheet music for a saxophonist, funny mood, 4 colors",tee,,batch_20260315_1,,012d873e-278f-83f1-7b55-cf0810468481,20761,full,black,2026-03-15T14:49:00+00:00,2026-03-17T04:49:00+00:00,
2077,modern microphone tee,mockup_approved,variation,gpt-image-2,"distressed microphone for a saxophonist, chill mood, 3 colors",tee,,batch_20260117_5,2070,9a3020b0-3b00-2ef0-5f22-b22fc2581d17,20771,full,heather navy,2026-01-17T21:41:00+00:00,2026-01-18T10:41:00+00:00,
2078,90s headphones tee,live,new,gpt-image-2,"retro headphones for a drummer, nostalgic mood, 1 colors",tee,,batch_20260301_6,,45703aa1-4c9b-3fe0-a443-c20b9df36ccb,20781,full,sports grey,2026-03-01T23:16:00+00:00,2026-03-03T15:16:00+00:00,
2079,  modern sheet music tee,declined,new,gpt-image-2,"vintage sheet music for a vinyl collector, proud mood, 2 colors",tee,,batch_20260304_6,,425a1024-e06e-e9b9-6388-54c00748f3bd,20791,full,heather navy,2026-03-04T23:32:00+00:00,2026-03-07T17:32:00+00:00,
2080,60s vinyl record tee,mockup_approved,variation,nb2-4k,"bold graphic vinyl record for a guitarist, chill mood, 2 colors",tee,,batch_20260123_3,2067,7d2b3aa6-55ac-cb9c-beb7-94d46cbe7dbf,20801,legacy-pre-funnel,navy,2026-01-23T15:25:00+00:00,2026-01-25T05:25:00+00:00,
2081,  90s music notes tee,approved,variation,fal-flux,"watercolor music notes for a country fan, proud mood, 3 colors",tee,bs_117,batch_20260505_1,2073,d05a0e3d-786f-a7f4-b9c1-d73312c55374,20811,full,MG,2026-05-05T11:21:00+00:00,2026-05-08T02:21:00+00:00,
2082,60s piano keys tee,mockup_approved,new,nb2-4k,"line art piano keys for a classical musician, funny mood, 3 colors",tee,,batch_20260206_6,,ecf09b2f-f10b-0bab-d6e9-a396e399106e,20821,full,heather navy,2026-02-06T07:03:00+00:00,2026-02-08T11:03:00+00:00,
2083,70s sheet music tee,live,new,nb2-4k,"retro sheet music for a metalhead, proud mood, 3 colors",tee,,batch_20260113_1,,e8c222e9-8647-c55d-d513-60288ba8d4aa,20831,full,sports grey,2026-01-13T14:28:00+00:00,2026-01-13T23:28:00+00:00,
2084,modern vinyl record tee,live,new,gpt-image-2,"line art vinyl record for a producer, chill mood, 3 colors",tee,,batch_20260218_2,,0e41ab94-4754-cb03-9f47-74379a62a915,20841,full,royal,2026-02-18T14:01:00+00:00,2026-02-19T20:01:00+00:00,
2085,50s turntable tee,mockup_approved,variation,fal-flux,"line art turntable for a producer, nostalgic mood, 6 colors",tee,bs_109,batch_20260225_2,2077,f73a7c67-eaf5-894b-97a2-c60ab69fdb7f,20851,full,black,2026-02-25T04:55:00+00:00,2026-02-25T06:55:00+00:00,
2086,60s guitar tee,live,new,recraft-crisp,"line art guitar for a guitarist, nostalgic mood, 3 colors",tee,,batch_20260401_3,,d266a09d-71d3-dca0-218d-2e14926ab07a,20861,full,MG,2026-04-01T23:50:00+00:00,2026-04-03T10:50:00+00:00,
2087,70s headphones tee,live,variation,gpt-image-2,"bold graphic headphones for a classical musician, rebellious mood, 4 colors",tee,bs_110,batch_20260520_6,2059,173d09e3-cfca-8667-f6e2-1bc62cba2549,20871,full,heather navy,2026-05-20T20:25:00+00:00,2026/05/23 14:25,
2088,50s vinyl record tee,approved,new,fal-flux,"distressed vinyl record for a drummer, proud mood, 6 colors",tee,,batch_20260305_6,,b533ba21-0767-1c49-0c37-5795b0d60408,20881,full,MG,2026-03-05T14:37:00+00:00,2026-03-05T22:37:00+00:00,
2089,modern cassette tee,published,variation,nb2-4k,"bold graphic cassette for a country fan, rebellious mood, 3 colors",tee,bs_48,batch_20260124_6,2064,7e035746-b0f8-edff-216e-4be3a0a20160,20891,full,MG,2026-01-24T04:11:00+00:00,2026-01-26T11:11:00+00:00,
2090,  90s piano keys tee,live,variation,nb2-4k,"bold graphic piano keys for a guitarist, proud mood, 2 colors",tee,bs_11,batch_20260406_2,2088,92def601-4f62-01fe-93f2-2766a2dd04dd,20901,full,white,2026/04/06 23:58,2026-04-09T09:58:00+00:00,
2091,modern amplifier tee   ,ready_for_ads,new,gpt-image-2,"line art amplifier for a vinyl collector, nostalgic mood, 3 colors",tee,,batch_20260213_5,,9f9761a4-6648-2fe9-87c7-bb74c14e8a21,20911,full,white,2026-02-13T17:40:00+00:00,2026-02-15T01:40:00+00:00,
2092,  80s cassette tee,live,new,gpt-image-2,"line art cassette for a country fan, proud mood, 5 colors",tee,,batch_20260523_4,,3292cdff-2235-faca-5be1-015d550a8024,20921,full,white,2026-05-23T17:54:00+00:00,2026-05-25T03:54:00+00:00,
2093,  80s headphones tee,ready_for_ads,variation,gpt-image-2,"watercolor headphones for a classical musician, nostalgic mood, 5 colors",tee,bs_57,batch_20260605_3,2058,925904ed-3b02-d8eb-d6e2-6c33bfc4f3a7,20931,full,heather navy,2026-06-05T17:47:00+00:00,2026-06-06T09:47:00+00:00,
2094,50s turntable tee,approved,new,gpt-image-2,"distressed turntable for a vinyl collector, funny mood, 4 colors",tee,,batch_20260330_6,,be94a7fd-86e6-6bdc-3cec-48d93d1a0e9a,20941,full,charcoal,2026/03/30 14:28,2026-04-01T22:28:00+00:00,
2095,60s music notes tee,mockup_approved,new,fal-flux,"line art music notes for a saxophonist, funny mood, 3 colors",tee,,batch_20260222_2,,52cea691-885d-da75-a30a-c303d8cd10f8,20951,legacy-pre-funnel,sports grey,2026-02-22T03:07:00+00:00,2026/02/24 16:07,2026/03/30 20:53
2096,60s amplifier tee,approved,variation,recraft-crisp,"bold graphic amplifier for a producer, rebellious mood, 4 colors",tee,bs_102,batch_20260318_4,2072,0c12fbff-274f-d8a8-8cc5-b96fbbba9563,20961,full,heather navy,2026-03-18T17:43:00+00:00,2026-03-19T12:43:00+00:00,
